t-SNE_Enhanced_1,t-SNE_Enhanced_2
65.912964,13.951959
65.81452,13.889653
65.40243,13.766601
65.29289,13.828707
64.26327,13.746328
63.98151,13.764746
64.16029,13.750501
63.93296,13.771262
63.917835,13.7708645
-74.289345,4.444451
-73.94718,4.803183
-72.74768,5.2856836
-73.82973,4.665973
-73.983574,4.639036
-73.98827,4.639677
-72.88597,5.480198
-73.1825,5.4817786
-73.412994,5.386652
-72.81156,5.6022177
-72.95855,5.5307035
-36.10591,-68.92412
-36.221764,-68.50939
-36.201046,-67.97355
-36.32149,-67.86318
-36.27314,-67.54123
-36.24285,-67.30755
-36.23971,-67.232
-36.33924,-67.25046
-36.228264,-67.082344
-36.132168,-66.71889
-36.071674,-66.45378
-2.8630433,-72.711975
-2.686797,-72.93452
-2.641147,-72.73227
-2.4349794,-72.71225
-2.4136007,-74.48269
-2.1782367,-72.77694
-2.3908362,-74.32711
-1.4889374,-72.37601
-0.6360322,-71.25347
0.13694581,-71.57086
0.24553096,-71.000206
-4.5024266,96.11372
-4.6876163,96.2562
-4.909437,96.623886
-5.110266,96.81676
-5.03766,96.59926
-5.229199,96.987366
-4.8910165,96.34384
-5.2474637,97.056305
-5.265727,97.127464
-5.287717,97.23859
-5.3986306,97.585365
74.15011,1.0985439
74.150406,1.0535452
74.161964,1.13964
73.984085,1.1880766
74.028694,1.3850715
73.98047,1.3742816
73.96624,1.4082973
73.739,1.7252047
73.61982,1.7968471
71.04683,1.3400643
71.180046,1.3735116
67.01634,56.690304
66.90277,56.432346
66.77652,55.94623
66.80713,56.199432
66.5757,55.7431
66.48969,55.595905
66.54776,55.801895
66.572235,55.95496
66.57628,55.817738
66.62183,55.948334
66.35096,55.390343
75.91933,25.422276
76.077354,23.059515
76.20205,23.547794
76.190575,26.432772
76.115486,23.412462
76.22817,26.596022
76.292595,25.647194
75.68054,22.835785
75.808876,26.171223
77.80535,29.463448
77.76042,28.996058
-42.520714,45.25869
-42.526314,45.259033
-42.601017,45.308113
-42.64078,45.350456
-42.68566,45.413227
-42.77907,45.468735
-42.865963,45.59256
-43.130733,45.731457
-43.27967,45.81761
-43.193985,45.790173
-43.353783,45.878235
-31.350554,58.843975
-31.545744,59.140083
-51.39742,34.159016
-31.65454,59.223583
-31.937744,59.0054
-31.94158,59.143333
-32.210773,58.997684
-31.880468,59.053123
-32.23402,59.090565
-32.216045,58.762726
-32.828274,59.462666
82.38047,-18.710186
82.41456,-18.69875
82.747856,-18.618473
84.31499,-18.423838
84.3263,-18.424162
84.24779,-18.420307
82.45767,-18.620804
82.02835,-18.718819
82.16608,-18.73286
79.59682,-18.500982
80.9853,-18.88496
24.039736,-39.22979
23.876074,-39.315926
23.461222,-39.33639
21.688847,-37.884644
21.605053,-37.773098
21.336893,-37.60486
20.881907,-37.568974
21.57509,-37.164677
20.699877,-37.18539
21.510681,-36.762814
20.90102,-37.062492
-10.854598,68.43763
-10.032278,68.11698
-9.700989,68.42245
-9.350758,68.17556
-8.827179,67.52722
-9.30828,68.28216
-8.90467,67.71063
-8.806105,67.867325
-8.511207,67.72749
-8.562352,68.2229
-8.886915,69.44332
-33.14619,32.762604
-33.17547,32.823322
-33.54584,33.779366
-33.61988,33.678017
-33.20625,32.372807
-33.639473,33.3615
-34.524456,34.756775
-34.78416,34.864563
-35.031693,35.131756
-34.98909,37.13513
-34.951263,36.521393
47.815212,-42.421806
47.736034,-42.239952
48.213627,-42.44717
48.0373,-42.04381
48.122147,-42.377647
47.96159,-41.907864
48.014797,-41.736565
47.95243,-41.50026
48.2267,-41.174965
48.135555,-40.776833
48.356937,-40.4919
-7.0580235,57.52351
-6.814426,57.54298
-6.694186,57.536007
-6.5607476,57.5258
2.0618782,54.75819
2.353785,54.55501
2.0637088,54.77982
2.1464808,54.7146
2.1851892,54.66028
2.222976,54.632404
2.0132525,54.804516
16.822073,65.600136
16.801834,65.5801
17.092356,65.75963
17.256489,65.80662
17.393427,65.85797
17.586386,65.91662
17.874958,65.9849
14.549469,50.677773
14.032571,50.670048
13.380801,50.670902
13.160381,50.50049
-67.14746,42.85707
-67.41269,42.83376
-67.679565,42.76778
-67.71143,42.555588
-66.763695,43.699574
-66.210304,44.123558
-66.63679,43.7121
-66.43638,44.059193
-66.19138,44.308926
-65.79182,44.60858
-65.883675,44.671124
35.789074,-47.157524
35.81937,-47.183884
35.436577,-48.185284
35.807835,-47.68388
36.029465,-47.499466
35.122917,-47.2795
30.52592,-44.344093
32.813198,-46.464157
32.789433,-46.463
32.010532,-45.744133
32.4083,-46.21664
0.051439773,-80.44093
0.117456965,-80.47352
-0.90619415,-81.84651
-0.8963612,-81.56931
-0.562404,-80.929695
-1.1315252,-81.5589
1.026146,-79.1363
0.843732,-79.382095
0.6166951,-79.2566
2.3787353,-73.3533
0.86225575,-79.03236
7.4374447,-80.03377
7.436172,-80.00103
7.3176136,-79.887436
7.8502564,-80.468025
1.2971532,-81.95793
1.282338,-81.60252
5.33426,-77.814926
1.6283411,-81.30199
-1.1850224,-83.36994
2.2050767,-81.07666
2.3095453,-80.97067
22.092451,3.1618223
21.997858,3.216017
21.966383,3.2927623
22.207388,3.1249707
21.892262,3.39871
22.01372,3.3584661
22.459433,3.0370421
22.522995,3.025464
22.661655,2.96738
22.779364,2.8710957
23.208124,2.6783698
-95.966,4.9708157
-95.93567,5.1465073
-95.71444,5.2788095
-95.93365,5.1437473
-95.94973,5.33115
-95.03993,6.023116
-95.13677,6.012692
-95.93485,5.5805736
-95.80602,5.8369904
-96.29114,5.483563
-96.65181,5.3826413
101.634026,-12.842216
102.011444,-13.109308
103.03489,-13.521608
101.57545,-14.606258
101.79101,-14.539601
102.27795,-14.402622
102.612686,-14.235443
102.36337,-14.354545
102.45174,-14.328101
104.74383,-4.3836994
103.20176,-14.21302
-1.5627563,82.58265
-1.6622303,82.51817
-1.6796912,82.49341
-1.4423921,82.595314
-0.89888364,82.85514
-0.68901116,82.86571
-0.84410757,82.76888
-0.99602425,82.63818
0.52682495,82.99903
0.4829234,82.94022
0.798846,82.89775
26.996967,70.44222
27.050638,70.36861
26.883583,70.18902
27.196838,69.90271
27.431736,69.61799
27.704975,69.12615
27.90653,68.78708
27.64572,68.7636
28.3591,68.36933
28.192719,68.36563
28.033499,68.368706
51.66098,26.42252
51.67595,26.634298
51.649704,26.571321
51.521034,26.49661
51.45989,26.609652
51.36044,26.630857
49.9733,26.657633
49.67978,26.633654
50.239746,26.824156
50.27886,26.850555
50.507645,26.922474
78.48588,-19.420338
78.70527,-20.198498
78.68284,-20.394934
77.794205,-19.104769
78.435326,-19.412046
78.515625,-19.460108
78.42942,-18.816927
77.777596,-18.274
76.59651,-18.332962
77.6673,-18.331846
77.36988,-18.017029
-9.724409,-65.88645
-9.660856,-65.6262
-14.17302,-38.342125
-14.350354,-39.027992
-13.831009,-37.03789
-14.218482,-38.306255
-14.262177,-37.593765
-14.164676,-36.218956
-14.366117,-35.69034
-14.501384,-35.549744
-14.651111,-35.406746
18.694313,-2.228209
18.422142,-2.2050958
18.881521,-2.0400937
18.139935,-2.420885
19.033049,-2.1745522
23.86856,0.8093786
19.10906,-2.1546936
20.186558,-2.0712276
24.050856,0.87527007
20.08112,-2.0492332
24.21953,1.0589418
87.39094,16.32347
88.450195,16.822023
87.288666,16.68638
88.90077,17.026733
88.918755,17.210306
88.00026,16.975405
89.18534,17.38686
88.49503,17.120716
89.03861,17.274992
86.336494,17.160366
85.9556,17.150476
73.81817,9.250252
73.721306,9.152649
73.427795,9.268736
73.38562,9.665386
73.2651,9.008386
73.279144,9.109134
72.28609,9.716632
71.792465,9.73383
72.01506,9.619634
73.11233,8.312727
72.27272,9.493645
-15.577948,-64.09128
-14.682614,-63.99009
-15.873801,-64.11831
-15.773823,-64.111336
-16.33028,-64.314735
-15.883309,-64.07086
-15.541711,-64.18522
-15.096171,-64.20725
-14.757805,-64.31501
-15.173551,-64.10597
-15.015019,-64.110435
-4.017509,99.81965
-3.9016292,99.959946
-3.8247511,99.95773
-4.2104936,100.269226
-4.3934236,100.361465
-4.189928,100.38882
-4.454148,100.83532
-4.1146994,100.67619
-4.46795,101.062904
-4.4754114,101.10711
-4.4797707,101.19711
-54.00505,-67.51355
-54.21506,-67.88018
-54.48646,-68.235
-53.890488,-67.18639
-54.059723,-67.12909
-56.203987,-69.5793
-54.148033,-66.556206
-55.95587,-66.00647
-53.53284,-64.40612
-53.44773,-64.17449
-56.661007,-66.33091
-6.496561,27.846075
-6.584665,27.848654
-6.7165375,27.9741
-6.4360456,27.86592
-6.4528017,27.867188
-6.4457364,27.90253
-6.2818065,27.906733
-6.179828,27.905565
-6.4032207,27.999168
-6.2113667,27.918314
-6.208934,27.904465
-34.363625,5.4442983
-34.417095,5.6664
-34.30567,5.652465
-34.23891,5.4547963
-34.18081,5.445802
-33.32251,4.255068
-34.32961,5.1178217
-34.28962,4.6021004
-33.691494,4.013207
-33.701946,4.0191655
-34.439926,4.6134133
-56.638466,11.8468485
-56.572937,11.408045
-56.477676,14.076328
-56.464287,13.730474
-56.236115,10.66148
-55.96659,12.47227
-54.871746,13.843294
-54.665802,13.915854
-54.722065,14.056401
-54.27364,13.94067
-54.37649,14.037907
-38.33922,-87.55496
-38.42261,-87.775276
-38.485443,-87.87455
-38.561253,-87.78223
-38.460117,-87.21375
-38.20126,-86.87729
-38.17253,-86.91072
-37.920956,-86.551254
-37.9297,-86.517685
-38.0118,-86.76298
-37.64536,-86.57712
-19.34502,-12.33961
-19.380428,-12.339879
-19.866314,-10.363957
-19.760792,-10.5820875
-19.74545,-10.027684
-19.750828,-9.729928
-20.310244,-6.812098
-20.46544,-6.1686764
-20.33352,-5.8516374
-20.272062,-5.877311
-20.404772,-5.6305146
-43.708233,-86.893715
-43.707977,-86.95136
-43.622074,-86.92603
-43.425503,-86.80093
-43.570248,-86.99668
-43.450466,-86.98855
-42.69696,-86.51655
-42.883884,-86.84571
-43.70799,-87.6771
-41.648804,-86.20869
-41.690536,-86.318
36.600033,46.045456
36.76052,45.847824
36.69457,49.722973
36.94997,49.34454
36.897266,49.66874
36.914566,49.714775
36.944996,50.129963
36.988213,49.630566
37.036823,51.048817
37.220753,51.297485
37.414135,51.29461
28.49301,7.947768
28.484781,7.9948435
28.6225,8.187615
28.89169,8.512055
28.757193,8.356088
28.791265,8.413893
28.773018,8.424548
28.8859,8.56652
28.916088,8.53343
28.770138,8.376265
28.821793,8.472249
-1.1444304,104.55823
-1.2251145,104.52701
-0.45400897,104.9225
-0.40517354,105.15471
-0.8275634,104.86447
0.32530913,105.58655
0.7018481,105.711624
0.78223836,106.259
0.7195242,106.25861
0.67966354,106.000336
0.93633604,106.364914
-85.108215,-12.641582
-85.07465,-12.929599
-85.130035,-12.770103
-85.06784,-12.888069
-85.149796,-12.73517
-85.06518,-12.951957
-85.17306,-12.712882
-85.16212,-12.812002
-85.12957,-12.956069
-85.101456,-12.9917345
-85.152336,-12.918295
24.797482,1.5116898
24.77002,1.5023705
25.223894,2.051387
24.758087,1.5537814
24.828728,1.5458939
25.437975,2.3614287
25.4194,2.780456
25.234411,2.264034
24.925402,1.5591105
24.893938,1.4897753
24.780558,1.2344588
40.833225,-63.861282
40.857513,-63.743492
40.347565,-63.322933
40.34487,-64.1575
40.488647,-63.644054
41.202496,-64.024574
41.155693,-63.965878
40.91851,-63.74601
44.044605,-62.040215
42.765823,-63.39775
43.614975,-62.777195
6.7718086,-14.237562
7.782415,-13.864514
7.0131583,-13.895505
6.794526,-13.792821
6.7471275,-13.974655
6.7596135,-13.539594
8.288273,-12.645689
8.666812,-12.839947
6.7499223,-13.792365
14.091487,-12.905463
6.7623477,-13.5993
47.132305,-41.921673
46.992203,-41.727276
50.963875,-39.87521
50.844215,-39.837555
51.070576,-39.995876
48.89009,-41.13359
50.11326,-39.67646
50.503803,-39.471867
49.97622,-39.723087
49.52781,-39.976475
50.376915,-39.181366
33.15727,-64.82488
33.096203,-65.19013
33.477867,-65.330986
33.189598,-65.74228
33.89635,-65.5079
33.615616,-65.62341
34.090332,-65.554535
33.651382,-65.51985
33.946335,-65.48158
33.753307,-64.91379
33.396336,-64.96777
32.0232,52.66619
32.006287,52.736927
32.15439,52.61732
31.95674,52.28224
32.0494,52.889206
32.22145,53.271034
32.31098,52.737457
32.46108,52.35784
32.339314,51.972733
32.361546,51.71396
32.137802,50.758175
-27.563972,60.14381
-27.528503,60.048756
-27.599709,55.311527
-27.645857,55.017403
-27.689821,54.725475
-27.793829,54.479813
-27.900217,54.31512
-28.164698,54.091152
-28.312258,53.94451
-28.407621,53.915157
-28.527952,53.91766
-11.770102,2.1334705
-11.9217415,1.9751375
-12.664479,1.0693126
-12.77646,0.98078483
-13.320691,0.39299905
-12.902118,0.6830601
-13.404069,0.26616067
-13.698995,0.18889835
-13.722137,0.10867023
-13.790604,0.10066885
-13.848451,0.124201655
-4.7073245,-44.807865
-4.704959,-44.70498
-3.7486951,-44.05212
-4.632667,-44.5374
-4.594853,-43.766228
-4.7141376,-43.597767
-4.6256413,-43.44858
-4.2092876,-42.792133
-5.0584106,-42.908546
-4.917284,-42.80876
-5.4253716,-42.709415
-29.860744,-22.978748
-30.046444,-22.78446
-32.42176,-20.677061
-32.80191,-20.705088
-32.81949,-18.260695
-32.927383,-20.570091
-32.767483,-15.580494
-32.68072,-17.378633
-32.70954,-16.463955
-32.835453,-16.599066
-32.814365,-17.037703
4.2346735,37.69507
4.2959642,37.577442
4.3792396,37.109596
4.341329,36.844364
4.4474645,37.034027
3.960211,35.833477
3.7753043,35.61153
3.8888125,35.372097
4.285106,35.722237
4.3906617,35.7771
4.427601,35.919785
31.852703,-38.087658
30.96292,-38.49332
30.969463,-38.534573
30.309505,-38.89787
30.689781,-38.570538
31.70002,-37.54765
31.933996,-37.22331
30.613937,-37.704723
31.31976,-37.22794
31.247362,-37.21147
30.542774,-37.41242
51.594257,-11.050619
51.83187,-10.634924
51.55512,-11.081789
51.677715,-10.598077
51.889896,-10.056065
52.102688,-9.814529
51.9443,-10.230887
52.81718,-9.3329525
53.66564,-9.039939
53.35133,-9.155054
53.5676,-9.082506
92.51597,15.743813
92.60527,15.745412
93.06954,15.985723
92.30004,15.654978
93.05844,16.372316
92.56681,15.534389
92.498146,15.726188
92.52033,15.670492
92.38783,20.005571
92.444115,20.442041
92.194725,20.476713
-22.999489,-68.27167
-22.897213,-68.29409
-20.740215,-67.981384
-20.534393,-67.90688
-43.52205,-52.4845
-43.989,-52.29649
-44.971405,-52.086025
-45.017876,-52.108208
-45.121143,-52.320236
-45.46977,-52.412975
-44.2946,-52.157932
9.921343,-48.996544
9.762854,-48.965973
9.465408,-48.81442
9.985962,-47.967064
9.193982,-48.28411
9.040253,-47.90864
8.730123,-48.530563
9.219259,-47.816868
8.780182,-48.669014
8.823086,-48.509567
8.545473,-48.737606
52.579166,-26.828358
52.74248,-26.831871
52.8538,-27.1169
55.93437,-29.637402
53.090572,-26.675392
51.508884,-25.764206
51.64301,-25.983347
52.219204,-26.81251
52.240482,-26.774927
52.42433,-27.287212
52.536293,-27.389162
-23.911438,-43.191208
-24.380621,-43.212196
-25.98296,-43.857944
-24.745651,-43.47383
-25.907156,-44.30249
-25.155293,-43.572994
-24.75963,-43.28578
-22.56233,-41.10064
-22.738066,-40.51815
-27.833872,-36.998184
-26.00543,-37.103535
71.384254,17.069777
71.38659,17.121716
71.39609,17.070002
71.46418,17.293257
71.52022,17.486176
71.58346,17.695478
71.58406,17.700619
71.67023,18.027409
71.60997,17.83462
71.81849,18.395473
71.76452,18.25862
-31.866652,65.7842
-31.921064,65.80715
-31.784079,66.08688
-31.77453,66.10757
-32.027786,65.97607
-33.03409,65.464386
-31.910515,66.43234
-32.692352,65.568405
-33.356823,65.37343
-33.731895,65.294266
-33.35584,65.646996
-36.974945,56.21731
-37.132225,56.052162
-35.956696,54.835155
-38.00728,55.528175
-35.87173,54.58016
-36.31107,54.643974
-36.643925,54.613983
-37.362083,54.844776
-37.333874,55.104126
-39.086212,55.632668
-39.204662,55.629383
44.720016,-0.19036452
44.754707,-0.23922457
44.72479,-0.16544081
44.659992,-0.08332379
44.673695,-0.08323354
44.55586,0.14484611
44.3979,0.41260475
44.239136,0.72526854
44.165302,1.0373456
44.304222,0.68497056
44.185318,0.9161703
-48.32581,15.162852
-48.298294,15.187156
-48.180656,15.344385
-48.48244,15.153825
-48.556572,14.948423
-48.636,14.869991
-48.819153,14.647009
-49.64958,13.965258
-48.34703,15.753219
-49.100304,14.74145
-49.696754,13.908539
6.363683,61.365284
6.3937664,61.379128
6.0194497,61.620945
6.537063,61.243145
7.1711907,60.426743
7.4161615,60.835194
7.5208855,60.273933
7.3973455,59.871742
7.268634,59.97711
7.455281,59.77521
7.397477,59.77032
40.123016,13.091014
39.974457,13.044684
38.964485,13.322431
38.876934,12.895005
38.48031,12.1358595
38.462948,11.80101
37.536804,12.832082
38.14948,11.977845
37.427597,12.555271
38.01675,12.389687
37.997208,12.461585
28.204128,65.0177
28.10615,65.06927
26.810726,65.863556
28.157362,65.856895
27.539902,66.621925
28.035627,66.445366
27.805002,66.61362
27.94275,67.40802
27.89621,66.92366
28.23137,66.58342
28.303673,66.494286
-46.84605,29.483292
-46.818577,29.48034
-47.01317,29.14126
-46.79927,29.416698
-46.57313,30.85191
-46.77736,30.359463
-46.555283,31.394682
-47.224644,33.196606
-46.8779,33.008938
-47.0156,33.298347
-46.93256,33.33811
5.777916,96.53485
5.9655747,96.49875
5.8872395,96.59132
4.8871546,97.34129
5.4263334,96.880684
5.252786,96.98235
5.387224,96.83666
5.2253532,96.95651
5.597094,96.654564
5.1473494,97.11869
5.420936,96.92978
51.62489,-70.62359
51.56012,-70.64544
52.580097,-70.352516
52.431854,-70.37048
52.739796,-70.300354
51.801506,-70.56703
53.04149,-70.29639
52.081467,-70.47903
52.67488,-70.30792
52.83183,-70.25625
52.795208,-70.214516
12.640689,-0.050906975
12.072424,0.8205922
12.219388,0.9564445
13.167964,0.91516304
12.720226,1.3582429
13.19658,1.3362446
13.425862,1.2956283
13.04315,1.5563954
12.457161,1.7646148
12.928911,1.7638967
8.621689,6.3966537
-74.46265,2.7976134
-74.40453,2.920897
-74.38806,2.957106
-74.61106,3.1170058
-74.403435,3.0365782
-74.38835,3.2849348
-74.57313,3.19409
-71.47781,5.3411217
-75.05079,3.595811
-74.63921,3.469845
-74.59281,3.7574842
8.705495,72.84892
8.757861,72.82818
8.926076,72.992455
8.573232,72.757195
9.068371,73.360565
8.934246,73.17562
9.06597,73.4256
9.009075,73.32008
8.225597,72.58665
8.925915,73.054955
8.963533,73.04763
0.78137594,10.063675
0.97597337,10.148899
0.92534256,10.028236
0.8280174,9.735902
0.78690165,9.877929
0.84017104,9.758725
1.4576132,9.777675
0.84628594,9.601023
0.74960613,9.515644
1.5420984,9.763295
0.43358415,8.895388
60.625008,-31.733383
60.78896,-31.639017
59.353527,-28.883314
59.257164,-28.893875
60.75406,-31.294985
59.323715,-28.77935
62.10832,-31.284275
62.08404,-31.014135
59.156906,-28.51043
59.200375,-28.55072
62.24265,-31.169638
87.68319,-9.464535
86.903404,-12.230628
88.14383,-9.522693
87.39245,-11.673887
87.55429,-10.297584
87.64334,-10.094895
87.5426,-10.434653
88.61671,-9.237822
88.664024,-8.748092
87.62801,-10.829764
87.541985,-11.314734
37.426426,26.872982
37.338055,27.029535
37.160732,27.290245
37.250008,27.249908
37.00634,27.453691
37.131092,27.419668
37.19962,27.500326
36.998177,27.643324
37.052418,27.61383
37.1042,27.633408
37.16827,27.650389
-13.507639,55.864346
-13.612641,55.862164
-13.537893,56.35313
-13.483192,56.36056
-13.812493,55.850193
-13.776707,56.35558
-13.02051,55.79951
-12.954219,55.924313
-12.580315,55.749153
-12.867847,56.398884
-13.011416,56.420467
-65.23987,-58.961903
-65.29206,-58.751663
-65.352196,-58.46965
-65.4166,-58.24758
-65.51288,-58.043053
-65.55298,-57.678482
-65.529236,-57.60483
-65.54128,-57.481197
-65.59025,-57.421894
-65.60512,-57.2582
-65.589325,-57.26214
2.6920273,-0.49582174
2.9828858,-1.1705419
2.743192,-0.7489356
2.7075584,-0.61653775
2.7963731,-0.5316392
2.9081142,-0.7977314
2.8902974,-0.64141226
2.9143336,-0.5916095
3.1221514,-1.5305109
2.9528153,-1.4406003
3.0350795,-1.7257644
-60.713943,-34.38352
-60.639427,-34.395462
-59.558155,-34.235737
-59.618446,-34.25347
-60.026096,-34.182846
-58.615406,-33.99421
-58.67775,-34.021484
-57.920914,-34.045025
-57.762497,-34.087856
-57.659813,-34.112812
-57.487797,-34.236668
25.09496,-26.946718
26.007925,-25.598507
26.393139,-25.570702
26.671402,-26.129267
26.405703,-25.877085
26.405354,-23.99101
26.14007,-26.082329
26.45738,-25.25919
24.259586,-25.62788
27.12791,-26.516066
24.089542,-25.584913
23.159365,-58.235348
22.993158,-58.807007
22.981985,-59.08294
22.592113,-60.063843
22.26133,-60.67601
21.903994,-61.322582
22.062319,-61.10436
22.009447,-61.31086
21.795353,-61.566208
21.438969,-61.678715
21.192713,-61.746773
91.82727,11.390483
90.55415,11.103535
93.67804,14.616781
93.50165,13.289083
92.44162,13.132346
91.56218,12.733292
91.429985,12.733647
92.554245,13.405991
92.84443,13.545174
93.6982,13.794911
93.70893,13.766418
-1.412201,60.22513
-1.3770323,60.274532
13.316405,28.339157
13.355429,28.309978
14.633265,27.55234
13.045385,28.543303
13.308505,28.208996
13.075284,28.44381
12.833733,28.766773
12.73698,29.00583
12.752433,29.092758
21.591515,3.0471227
21.286192,9.344723
21.26745,9.359352
21.35663,3.0885913
20.816708,9.565316
20.611526,9.637144
20.491724,9.8025055
20.715569,10.096568
21.13255,9.792525
20.685833,10.535302
20.69301,10.550792
49.936058,21.312885
48.827045,20.211054
48.242104,19.775288
49.35227,20.520557
48.88227,20.225422
48.245415,19.874474
47.873253,19.57158
48.41607,19.97368
46.95135,19.241945
46.6101,19.011217
46.00718,18.714657
-50.0313,-47.278873
-50.062115,-47.25197
-49.99145,-47.23887
-49.618042,-47.266678
-49.80117,-47.232098
-49.835484,-46.87695
-49.854355,-46.57449
-50.132687,-46.310257
-49.755375,-46.336815
-50.05816,-46.29594
-50.246784,-45.95034
-55.78736,-58.89104
-55.944984,-58.683754
-55.0444,-58.823036
-54.995445,-58.605583
-55.851448,-58.274708
-56.143238,-58.28189
-54.910885,-58.331615
-55.349792,-58.37586
-56.31796,-57.843864
-53.86286,-57.711693
-54.242294,-57.914406
-63.503597,50.863495
-63.569767,50.881115
-64.59597,50.80858
-63.476078,50.700233
-57.49105,53.097954
-57.265736,53.48016
-57.06561,53.435646
-56.274174,53.64452
-55.640545,53.87635
-55.711597,54.093132
-55.653744,54.165882
-50.409332,13.0480175
-50.424297,13.009181
-50.397434,13.020153
-50.406338,12.950727
-50.55299,12.687416
-48.83987,13.397293
-48.7011,13.26062
-48.697975,13.167671
-48.47487,13.052981
-48.57332,13.030157
-48.600838,12.885474
25.053707,13.722199
25.183914,13.980545
25.122658,13.839544
25.31425,14.189572
25.421625,14.186841
25.397696,14.20088
25.434433,14.304375
25.544285,14.405582
25.848827,14.805723
25.924723,14.927995
26.033495,15.134025
-57.320545,19.586943
-57.371418,19.691479
-57.875763,19.976917
-58.372433,20.093822
-58.42514,20.019552
-58.63887,20.164778
-58.625366,19.955832
-58.7528,20.17632
-58.825394,20.174995
-58.78573,20.179632
-59.227528,20.052982
8.140545,61.54418
8.493776,61.487526
8.933844,61.68959
9.020655,61.730015
9.486424,61.87923
10.305072,62.076584
10.20105,62.025043
11.062145,62.269367
11.025895,62.239964
11.158884,62.2399
11.216128,62.256638
86.89196,-1.119952
86.11268,-1.1600592
83.10925,-1.5447727
83.26349,-1.4023317
83.04194,-1.1938572
83.29333,-0.9910761
82.9936,-1.0601039
83.06646,-0.52517396
82.83088,-0.87397194
82.72158,-0.62390894
82.130936,-0.27924383
-18.489649,26.375324
-18.312693,27.054686
-18.045551,25.800884
-18.14703,26.477741
-17.948511,26.061674
-17.724087,26.094166
-17.506062,26.322006
-17.535982,26.490149
-16.828062,27.383276
-17.296843,26.475521
-16.934149,26.764778
-76.410286,-12.738702
-76.39379,-12.71706
-76.378555,-12.6898985
-76.132324,-12.531382
-76.25617,-12.551371
-76.01401,-12.4359865
-74.82348,-12.385836
-75.72745,-12.129173
-75.11358,-12.130752
-74.9001,-12.107018
-75.32181,-11.595343
-50.01663,-27.474434
-49.898705,-27.598951
-63.16466,-38.489616
-50.02633,-26.947004
-63.118893,-38.005947
-49.94156,-26.694082
-49.927216,-26.721394
-63.09041,-37.4173
-48.588634,-23.396544
-49.739048,-26.71255
-48.71698,-23.365713
61.488598,-55.208004
62.01421,-54.51633
61.860672,-54.60578
61.82711,-54.53271
61.292118,-55.364098
61.223732,-55.33807
60.84279,-57.582317
61.011715,-57.399883
60.991062,-57.64016
61.096252,-57.6197
61.15657,-57.706207
75.146675,18.374578
74.94348,18.158545
74.822815,17.863289
74.81397,17.920883
74.64101,17.752283
70.041985,16.050964
69.93942,16.064758
69.634155,15.900897
69.72638,16.022217
69.60878,16.035398
64.983574,13.052169
-15.609006,6.838785
-15.6133995,6.8181095
